TAZ No., Sector , Community ,DP_DayTimePopulation,DP_POPULATION,DP_TOURIST,DP_ExT_POPULATION,DP_PopExcl.Lab,DP_Total_Emp,DP_Work_M,DP_Work_L,DP_Work_O,DP_BUSINESS,DP_MALL,DP_SHOPPING,DP_PERSONALB,DP_VISITING,DP_OTHERS,DP_ESCORT,DP_PRIMARYS,DP_SECONDS,DP_UNIVERSITY,DP_TOURPOI,DP_01Local_male,DP_02Local_female,DP_03Exp_m_CA_HI,DP_04Exp_m_CA_MI,DP_05Exp_m_CA_LI,DP_06Exp_m_NCA_MI,DP_07Exp_m_NCA_LI,DP_08Exp_f_CA_HI,DP_09Exp_f_CA_MI,DP_10Exp_f_CA_LI,DP_11Exp_f_NCA_MI,DP_12Exp_f_NCA_LI,DP_13Local_P1,DP_15Expat_P1,DP_14Local_P2,DP_16Expat_P2,DP_17Students,DP_18Retired,DP_19LabC_CA,DP_20LabC_NCA,DP_21LabO_CA,DP_22LabO_NCA,DP_23VISITORS_TOURISTS,DP_24VISITORS_ BUSINESS, DC_70COMMCARWP , DC_71SPGENCOMCAR , DC_72JFZ , DC_JFZ , NUMPERSONS(RB) , NUMPERSONS(RT) , NUMPERSONS(VB) , NUMPERSONS(VT) , Airport Zone , AttrAirport_AM , AttrAirport_LT , AttrAirport_PM , DE_50EXTCOM_SHARJAH , DE_51EXTCOM_ABUDHABI , DE_52EXTCOM_OTHEREMIRATES , DE_53EXTREST_SHARJAH , DE_54EXTREST_ABUDHABI , DE_55EXTREST_OTHEREMIRATES , DE_56Ext_LowIncComm_Car , DE_57Ext_LowIncComm_NoCar , ORIGINTRAFFICCORRECTION , CALIFACTOREXTWORKPLACES , ShareWorkplaceTyp1 , ShareWorkplacesAM , ZoneParkType , CarParkCostPerHour 
33400300,31,334," 4,879 "," 4,833 ", 46 , - ," 4,833 "," 2,265 "," 1,105 ", 894 , 266 ," 1,105 ", - , 113 , 110 ," 4,833 ", 134 , - , - , - , - , - , 99 , 106 , 16 , 126 , 299 , 340 ," 2,439 ", 26 , 19 , - , 106 , 369 , 34 , 347 , 36 , 216 , 92 , 163 , - , - , - , - , 39 , 7 ," 1,105 ", - , - , - , 10 , 56 , 1 , 7 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.66 , 0.44 , NonCBD , 4 
33400400,31,334," 3,581 "," 3,547 ", 34 , - ," 3,547 ", 47 , 14 , 31 , 1 , 14 , - , - , - ," 3,547 ", 1 , 26 , 12 , 14 , - , - , 73 , 78 , 12 , 92 , 220 , 250 ," 1,788 ", 19 , 14 , - , 78 , 271 , 25 , 254 , 27 , 159 , 67 , 120 , - , - , - , - , 29 , 5 , 14 , - , - , - , 7 , 41 , 1 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.46 , 0.41 , NonCBD , - 
33400500,31,334, 286 , 284 , 2 , - , 284 , 661 , 278 , 301 , 82 , 278 , - , 21 , 28 , 284 , 48 , - , - , - , - , - , 6 , 6 , 1 , 7 , 18 , 20 , 143 , 2 , 1 , - , 6 , 22 , 2 , 20 , 2 , 13 , 5 , 10 , - , - , - , - , 2 , - , 278 , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.50 , 0.45 , NonCBD , 4 
33400600,31,334," 1,594 "," 1,579 ", 15 , - ," 1,579 ", 595 , 424 , 13 , 159 , 424 , - , 58 , 43 ," 1,579 ", 70 , 862 , 387 , 475 , - , - , 32 , 35 , 5 , 41 , 98 , 111 , 796 , 9 , 6 , - , 35 , 121 , 11 , 113 , 12 , 71 , 30 , 53 , - , - , - , - , 13 , 2 , 424 , - , - , - , 3 , 18 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.64 , 0.40 , NonCBD , 4 
33400700,31,334," 1,693 "," 1,677 ", 16 , - ," 1,677 ", 45 , 35 , - , 10 , 35 , - , 2 , 1 ," 1,677 ", 5 , 41 , 18 , 23 , - , - , 34 , 37 , 6 , 44 , 104 , 118 , 844 , 9 , 7 , - , 37 , 128 , 12 , 120 , 13 , 75 , 32 , 57 , - , - , - , - , 14 , 2 , 35 , - , - , - , 3 , 20 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.58 , 0.49 , NonCBD , 4 
33400800,31,334," 3,347 "," 3,315 ", 32 , - ," 3,315 ", 205 , 164 , - , 41 , 164 , - , 13 , 15 ," 3,315 ", 13 , 49 , 22 , 27 , 90 , - , 68 , 73 , 11 , 86 , 205 , 233 ," 1,672 ", 18 , 13 , - , 73 , 253 , 23 , 238 , 25 , 149 , 63 , 112 , - , - , - , - , 27 , 5 , 164 , - , - , - , 7 , 39 , 1 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.73 , 0.47 , NonCBD , - 
33400900,31,334, 860 , 852 , 8 , - , 852 , 96 , 43 , 47 , 6 , 43 , - , 2 , 2 , 852 , 2 , 317 , 143 , 174 , - , - , 17 , 19 , 3 , 22 , 53 , 60 , 430 , 5 , 3 , - , 19 , 65 , 6 , 61 , 6 , 38 , 16 , 29 , - , - , - , - , 7 , 1 , 43 , - , - , - , 2 , 10 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.51 , 0.39 , NonCBD , - 
33401000,31,334," 1,513 "," 1,499 ", 14 , - ," 1,499 ", 40 , 11 , 26 , 4 , 11 , - , 2 , - ," 1,499 ", 2 , - , - , - , - , - , 31 , 33 , 5 , 39 , 93 , 106 , 756 , 8 , 6 , - , 33 , 115 , 10 , 107 , 11 , 67 , 28 , 51 , - , - , - , - , 12 , 2 , 11 , - , - , - , 3 , 17 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.52 , 0.36 , NonCBD , - 
33401100,31,334," 4,360 "," 4,319 ", 41 , - ," 4,319 "," 2,705 ", 645 ," 1,962 ", 97 , 645 , - , 42 , 60 ," 4,319 ", 49 , - , - , - , - , - , 88 , 95 , 14 , 113 , 267 , 304 ," 2,179 ", 23 , 17 , - , 95 , 330 , 30 , 310 , 32 , 194 , 82 , 146 , - , - , - , - , 35 , 6 , 645 , - , - , - , 9 , 50 , 1 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.51 , 0.39 , NonCBD , 4 
33401200,31,334," 2,681 "," 2,656 ", 25 , - ," 2,656 ", 329 , 229 , 40 , 60 , 229 , - , 25 , 21 ," 2,656 ", 29 , 310 , 140 , 170 , - , - , 54 , 58 , 9 , 69 , 165 , 187 ," 1,340 ", 14 , 10 , - , 58 , 203 , 19 , 191 , 20 , 119 , 50 , 90 , - , - , - , - , 21 , 4 , 229 , - , - , - , 5 , 31 , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.68 , 0.42 , NonCBD , 4 
33500100,31,335," 8,107 "," 6,950 "," 1,157 ", - ," 6,950 "," 6,683 "," 5,409 ", - ," 1,275 "," 5,409 ", - , 170 ," 1,250 "," 6,950 ", 386 , - , - , - , - , - , 41 , 27 , 202 , 935 , 257 , 849 , 439 , 190 , 550 , - , 613 ," 1,571 ", 11 , 540 , 12 , 344 , 114 , 255 , - , - , - , - , 969 , 188 ," 5,409 ", - , - , - , 14 , 81 , 55 , 309 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.69 , 0.50 , NonCBD , 4 
33500200,31,335," 1,639 ", - ," 1,639 ", - , - ," 5,990 "," 4,673 ", 247 ," 1,070 "," 4,673 ", - , 70 ," 1,534 ", - , 276 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 1,371 ", 268 ," 4,673 ", - , - , - , - , - , 79 , 450 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.67 , 0.50 , NonCBD , 4 
33500300,31,335," 1,417 ", 25 ," 1,392 ", - , 25 ," 7,321 "," 6,026 ", 102 ," 1,193 "," 6,026 ", - , 70 ," 1,641 ", 25 , 244 , - , - , - , - , - , 0 , 0 , 1 , 3 , 1 , 3 , 2 , 1 , 2 , - , 2 , 6 , 0 , 2 , 0 , 1 , 0 , 1 , - , - , - , - ," 1,171 ", 221 ," 6,026 ", - , - , - , - , - , 58 , 329 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.72 , 0.51 , NonCBD , 4 
33500400,31,335," 3,740 "," 3,095 ", 645 , - ," 3,095 "," 2,217 "," 1,788 ", - , 428 ," 1,788 ", - , 63 , 579 ," 3,095 ", 88 , - , - , - , - , - , 18 , 12 , 90 , 416 , 114 , 378 , 196 , 85 , 245 , - , 273 , 700 , 5 , 241 , 5 , 153 , 51 , 113 , - , - , - , - , 540 , 105 ," 1,788 ", - , - , - , 6 , 36 , 31 , 174 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.72 , 0.50 , NonCBD , 4 
33500500,31,335," 3,627 "," 3,085 ", 542 , - ," 3,085 "," 2,034 "," 1,585 ", 61 , 388 ," 1,585 ", - , 24 , 505 ," 3,085 ", 111 , - , - , - , - , - , 18 , 12 , 90 , 415 , 114 , 377 , 195 , 84 , 244 , - , 272 , 697 , 5 , 240 , 5 , 153 , 51 , 113 , - , - , - , - , 454 , 88 ," 1,585 ", - , - , - , 6 , 36 , 25 , 140 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.66 , 0.51 , NonCBD , 4 
33500600,31,335," 3,719 "," 1,724 "," 1,995 ", - ," 1,724 "," 2,034 "," 1,463 ", - , 570 ," 1,463 ", - , 37 ," 1,532 "," 1,724 ", 110 , - , - , - , - , - , 10 , 7 , 50 , 232 , 64 , 211 , 109 , 47 , 136 , - , 152 , 390 , 3 , 134 , 3 , 85 , 28 , 63 , - , - , - , - ," 1,674 ", 321 ," 1,463 ", - , - , - , 4 , 20 , 89 , 507 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.57 , 0.51 , NonCBD , 4 
33600100,31,336, 414 , - , 414 , - , - ," 2,621 "," 2,217 ", 88 , 317 ," 2,217 ", - , 143 , 600 , - , 270 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 352 , 62 ," 2,217 ", - , - , - , - , - , 13 , 71 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.64 , 0.50 , NonCBD , 4 
33600200,31,336, - , - , - , - , - , 93 , 72 , 5 , 17 , 72 , - , 34 , 7 , - , 40 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 72 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.53 , 0.43 , NonCBD , 4 
33600300,31,336, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , 4 
33600400,31,336, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , 4 
33600500,31,336, 834 , - , 834 , - , - , 700 , 510 , 41 , 149 , 510 , - , 18 , 809 , - , 34 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 709 , 125 , 510 , - , - , - , - , - , 25 , 143 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.51 , 0.49 , NonCBD , 4 
33600600,31,336, 955 , - , 955 , - , - ," 7,936 "," 6,681 ", 272 , 983 ," 6,681 ", - , 147 ," 1,289 ", - , 775 , - , - , - , - ," 1,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 799 , 156 ," 6,681 ", - , - , - , - , - , 46 , 262 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.60 , 0.51 , NonCBD , 4 
33600700,31,336, 904 , - , 904 , - , - ," 2,640 "," 1,417 "," 1,041 ", 182 ," 1,417 ", - , 4 , 729 , - , 86 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 756 , 148 ," 1,417 ", - , - , - , - , - , 44 , 248 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.60 , 0.50 , NonCBD , 4 
33600800,31,336, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , NonCBD , - 
33600900,31,336, 615 , - , 615 , - , - ," 4,280 "," 3,388 ", 352 , 539 ," 3,388 ", - , 209 , 739 , - , 311 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 514 , 101 ," 3,388 ", - , - , - , - , - , 30 , 169 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.69 , 0.49 , NonCBD , 4 
33601000,31,336," 2,123 "," 2,103 ", 20 , - ," 2,103 "," 1,088 ", 963 , 27 , 98 , 963 , - , 24 , 97 ," 2,103 ", 68 , - , - , - , - , - , 4 , 3 , 60 , 275 , 76 , 250 , 129 , 60 , 174 , - , 194 , 497 , 1 , 166 , 1 , 106 , 33 , 74 , - , - , - , - , 17 , 3 , 963 , - , - , - , 4 , 24 , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.71 , 0.51 , NonCBD , 4 
33601100,31,336," 6,611 "," 5,042 "," 1,569 ", - ," 5,042 "," 1,904 "," 1,550 ", 77 , 277 ," 1,550 ", - , 76 ," 1,145 "," 5,042 ", 107 , - , - , - , - , - , 8 , 7 , 143 , 661 , 181 , 600 , 311 , 144 , 417 , - , 465 ," 1,191 ", 3 , 397 , 3 , 253 , 80 , 178 , - , - , - , - ," 1,313 ", 256 ," 1,550 ", - , - , - , 10 , 59 , 75 , 425 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.64 , 0.50 , NonCBD , 4 
33601200,31,336," 3,266 "," 1,548 "," 1,718 ", - ," 1,548 "," 1,635 "," 1,286 ", 76 , 273 ," 1,286 ", - , 20 ," 1,237 "," 1,548 ", 92 , - , - , - , - , - , 3 , 2 , 44 , 203 , 56 , 184 , 95 , 44 , 128 , - , 143 , 365 , 1 , 122 , 1 , 78 , 24 , 55 , - , - , - , - ," 1,437 ", 281 ," 1,286 ", - , - , - , 3 , 18 , 83 , 470 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.56 , 0.51 , NonCBD , 4 
33601300,31,336," 3,928 "," 3,088 ", 840 , - ," 3,088 ", 937 , 712 , 49 , 176 , 712 , - , 26 , 709 ," 3,088 ", 92 , - , - , - , - , - , 5 , 4 , 87 , 405 , 111 , 368 , 190 , 88 , 255 , - , 285 , 730 , 2 , 243 , 2 , 155 , 49 , 109 , - , - , - , - , 709 , 131 , 712 , - , - , - , 6 , 36 , 32 , 183 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.49 , 0.51 , NonCBD , 4 
33601400,31,336, - , - , - , - , - , 31 , 28 , 1 , 2 , 28 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 28 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.81 , 0.52 , NonCBD , 4 
33700100,31,337, 321 , 318 , 3 , - , 318 ," 1,705 "," 1,443 ", 57 , 205 ," 1,443 ", - , 57 , 144 , 318 , 167 , - , - , - , - , - , 26 , 27 , 4 , 22 , 13 , 14 , 43 , 22 , 16 , 9 , 19 , 30 , 9 , 18 , 9 , 12 , 11 , 14 , - , - , - , - , 3 , - ," 1,443 ", - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.66 , 0.50 , NonCBD , 4 
33700200,31,337, 298 , 296 , 2 , - , 296 , 18 , 5 , 13 , - , 5 , - , - , - , 296 , - , - , - , - , - , - , 24 , 25 , 3 , 20 , 12 , 13 , 40 , 21 , 15 , 9 , 18 , 28 , 8 , 17 , 9 , 11 , 10 , 13 , - , - , - , - , 2 , - , 5 , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.54 , 0.40 , NonCBD , - 
33700300,31,337, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , - 
33700400,31,337, - , - , - , - , - , 75 , 64 , 2 , 9 , 64 , - , - , 6 , - , - , - , - , - , - , - , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , - , - , - , - , - , - , 64 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.74 , 0.55 , NonCBD , - 
33700500,31,337, 9 , 9 , - , - , 9 , - , - , - , - , - , - , - , - , 9 , - , - , - , - , - , - , 1 , 1 , 0 , 1 , 0 , 0 , 1 , 1 , 1 , 0 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , 4 
33700600,31,337, 998 , 989 , 9 , - , 989 , 380 , 81 , 298 , 1 , 81 , - , - , 7 , 989 , - , - , - , - , - , - , 81 , 85 , 12 , 67 , 40 , 42 , 133 , 69 , 51 , 29 , 60 , 93 , 27 , 57 , 29 , 36 , 33 , 45 , - , - , - , - , 8 , 1 , 81 , - , - , - , 2 , 12 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.49 , 0.38 , NonCBD , - 
33700700,31,337," 1,123 ", 473 , 650 , - , 473 ," 1,634 ", 557 ," 1,003 ", 73 , 557 , - , 1 , 477 , 473 , 6 , - , - , - , - , - , 39 , 41 , 6 , 32 , 19 , 20 , 64 , 33 , 24 , 14 , 29 , 44 , 13 , 27 , 14 , 17 , 16 , 21 , - , - , - , - , 544 , 106 , 557 , - , - , - , 1 , 6 , 31 , 178 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.52 , 0.43 , NonCBD , - 
33700800,31,337," 1,236 "," 1,224 ", 12 , - ," 1,224 ", 775 , 247 , 519 , 9 , 247 , - , - , 25 ," 1,224 ", - , - , - , - , - , - , 100 , 105 , 14 , 83 , 49 , 52 , 165 , 85 , 63 , 36 , 75 , 115 , 34 , 71 , 36 , 45 , 41 , 55 , - , - , - , - , 10 , 2 , 247 , - , - , - , 3 , 14 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.63 , 0.44 , NonCBD , - 
33700900,31,337, - , - , - , - , - ," 3,045 "," 2,485 ", 83 , 477 ," 2,485 ", - , 95 , 248 , - , 194 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 2,485 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.67 , 0.48 , NonCBD , - 
33701000,31,337, 447 , 442 , 5 , - , 442 , - , - , - , - , - , - , - , - , 442 , - , - , - , - , - , - , 36 , 38 , 5 , 30 , 18 , 19 , 59 , 31 , 23 , 13 , 27 , 41 , 12 , 26 , 13 , 16 , 15 , 20 , - , - , - , - , 4 , 1 , - , - , - , - , 1 , 5 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , - 
33701100,31,337, - , - , - , - , - ," 10,475 "," 8,910 ", 503 ," 1,062 "," 8,910 ", - , 353 , 891 , - , 530 , - , - , - , 85 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 8,910 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.74 , 0.49 , NonCBD , 4 
33701200,31,337," 3,612 "," 2,870 ", 742 , - ," 2,870 "," 6,254 "," 5,271 ", 213 , 770 ," 5,271 ", - , 293 , 992 ," 2,870 ", 379 , - , - , - , - , - , 234 , 246 , 34 , 195 , 115 , 122 , 386 , 200 , 148 , 85 , 175 , 268 , 79 , 166 , 85 , 106 , 96 , 130 , - , - , - , - , 621 , 121 ," 5,271 ", - , - , - , 6 , 33 , 35 , 201 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.73 , 0.48 , NonCBD , 4 
33701300,31,337, 117 , 116 , 1 , - , 116 , 402 , 369 , 7 , 26 , 369 , - , - , 36 , 116 , - , - , - , - , - , - , 10 , 10 , 1 , 8 , 5 , 5 , 16 , 8 , 6 , 3 , 7 , 11 , 3 , 7 , 3 , 4 , 4 , 5 , - , - , - , - , 1 , - , 369 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.81 , 0.36 , NonCBD , - 
33701400,31,337, - , - , - , - , - ," 4,548 "," 3,813 ", 159 , 576 ," 3,813 ", - , 225 , 381 , - , 362 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 3,813 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.70 , 0.49 , NonCBD , 4 
33701500,31,337, 165 , - , 165 , - , - ," 2,503 "," 2,228 ", 60 , 215 ," 2,228 ", - , 28 , 329 , - , 61 , - , - , - , 81 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 138 , 27 ," 2,228 ", - , - , - , - , - , 8 , 45 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.76 , 0.51 , NonCBD , 4 
33701600,31,337, 422 , - , 422 , - , - ," 2,070 "," 1,567 ", 317 , 186 ," 1,567 ", - , 25 , 433 , - , 69 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 353 , 69 ," 1,567 ", - , - , - , - , - , 20 , 116 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.69 , 0.51 , NonCBD , - 
33701700,31,337, - , - , - , - , - , 315 , 315 , - , - , 315 , - , - , 32 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 315 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.45 , 0.36 , NonCBD , - 
33701800,31,337, - , - , - , - , - , 239 , 239 , - , - , 239 , - , - , 23 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 239 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.45 , 0.37 , NonCBD , - 
33701900,31,337, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , - 
33702000,31,337, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , - 
33702100,31,337, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , - 
33702200,31,337, 465 , 460 , 5 , - , 460 , - , - , - , - , - , - , - , - , 460 , - , - , - , - , - , - , 38 , 39 , 5 , 31 , 18 , 19 , 62 , 32 , 24 , 14 , 28 , 43 , 13 , 27 , 14 , 17 , 15 , 21 , - , - , - , - , 4 , 1 , - , - , - , - , 1 , 5 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , - 
33702300,31,337, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , NonCBD , - 
33702400,31,337, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , NonCBD , - 
33702500,31,337, - , - , - , - , - ," 2,915 "," 2,331 ", 214 , 369 ," 2,331 ", - , - , 232 , - , 418 , - , - , - , - , 700 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 2,331 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.45 , 0.52 , NonCBD , - 
33702600,31,337, - , - , - , - , - , 12 , 11 , - , 1 , 11 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.81 , 0.52 , NonCBD , - 
33702700,31,337, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , - , - , NonCBD , - 
34200100,31,342," 1,120 "," 1,110 ", 10 , - ," 1,110 ", 48 , 29 , 11 , 8 , 29 , - , 3 , 2 ," 1,110 ", 3 , 59 , 27 , 32 , - , - , 113 , 119 , 12 , 67 , 39 , 42 , 133 , 72 , 53 , 31 , 63 , 97 , 38 , 59 , 41 , 37 , 42 , 52 , - , - , - , - , 9 , 1 , 29 , - , - , - , 2 , 13 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.01 , 0.68 , 0.44 , NonCBD , - 
