TAZ No., Sector , Community ,DP_DayTimePopulation,DP_POPULATION,DP_TOURIST,DP_ExT_POPULATION,DP_PopExcl.Lab,DP_Total_Emp,DP_Work_M,DP_Work_L,DP_Work_O,DP_BUSINESS,DP_MALL,DP_SHOPPING,DP_PERSONALB,DP_VISITING,DP_OTHERS,DP_ESCORT,DP_PRIMARYS,DP_SECONDS,DP_UNIVERSITY,DP_TOURPOI,DP_01Local_male,DP_02Local_female,DP_03Exp_m_CA_HI,DP_04Exp_m_CA_MI,DP_05Exp_m_CA_LI,DP_06Exp_m_NCA_MI,DP_07Exp_m_NCA_LI,DP_08Exp_f_CA_HI,DP_09Exp_f_CA_MI,DP_10Exp_f_CA_LI,DP_11Exp_f_NCA_MI,DP_12Exp_f_NCA_LI,DP_13Local_P1,DP_15Expat_P1,DP_14Local_P2,DP_16Expat_P2,DP_17Students,DP_18Retired,DP_19LabC_CA,DP_20LabC_NCA,DP_21LabO_CA,DP_22LabO_NCA,DP_23VISITORS_TOURISTS,DP_24VISITORS_ BUSINESS, DC_70COMMCARWP , DC_71SPGENCOMCAR , DC_72JFZ , DC_JFZ , NUMPERSONS(RB) , NUMPERSONS(RT) , NUMPERSONS(VB) , NUMPERSONS(VT) , Airport Zone , AttrAirport_AM , AttrAirport_LT , AttrAirport_PM , DE_50EXTCOM_SHARJAH , DE_51EXTCOM_ABUDHABI , DE_52EXTCOM_OTHEREMIRATES , DE_53EXTREST_SHARJAH , DE_54EXTREST_ABUDHABI , DE_55EXTREST_OTHEREMIRATES , DE_56Ext_LowIncComm_Car , DE_57Ext_LowIncComm_NoCar , ORIGINTRAFFICCORRECTION , CALIFACTOREXTWORKPLACES , ShareWorkplaceTyp1 , ShareWorkplacesAM , ZoneParkType , CarParkCostPerHour 
71101500,7,711, 216 , 214 , 2 , - , 214 , 614 , 513 , - , 101 , 513 , - , 34 , 37 , 214 , 42 , - , - , - , - , - , 14 , 16 , 10 , 27 , 11 , 12 , 37 , 5 , 8 , 2 , 7 , 12 , 6 , 13 , 7 , 12 , 7 , 8 , - , - , - , - , 2 , - , 513 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.69 , 0.47 , NonCBD , - 
72100100,7,721, - , - , - , - , - , 239 , 188 , 26 , 25 , 188 , - , - , 17 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 188 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.80 , 0.52 , NonCBD , - 
72100200,7,721, - , - , - , - , - ," 2,248 ", 455 ," 1,793 ", - , 455 , - , - , 43 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 455 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.45 , 0.36 , NonCBD , - 
72100300,7,721, - , - , - , - , - , 37 , 34 , - , 4 , 34 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 34 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.81 , 0.52 , NonCBD , - 
72100400,7,721, - , - , - , - , - , 93 , 93 , - , - , 93 , - , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 93 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.45 , 0.36 , NonCBD , - 
72100500,7,721," 1,153 "," 1,142 ", 11 , - ," 1,142 ", 764 , 341 , 397 , 26 , 341 , - , 8 , 23 ," 1,142 ", 9 , - , - , - , - , - , 123 , 136 , 42 , 115 , 47 , 51 , 160 , 24 , 34 , 10 , 32 , 52 , 53 , 58 , 59 , 51 , 44 , 51 , - , - , - , - , 9 , 2 , 341 , - , - , - , 2 , 13 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.56 , 0.41 , NonCBD , - 
72100600,7,721, 256 , 254 , 2 , - , 254 , 468 , 443 , - , 25 , 443 , - , - , 35 , 254 , - , - , - , - , - , - , 27 , 30 , 9 , 26 , 11 , 11 , 36 , 5 , 8 , 2 , 7 , 12 , 12 , 13 , 13 , 11 , 10 , 11 , - , - , - , - , 2 , - , 443 , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.66 , 0.46 , NonCBD , - 
72100700,7,721," 2,743 "," 2,717 ", 26 , - ," 2,717 ", 75 , 66 , - , 8 , 66 , - , - , 6 ," 2,717 ", - , - , - , - , - , - , 293 , 324 , 99 , 274 , 112 , 120 , 380 , 56 , 81 , 24 , 77 , 125 , 127 , 137 , 140 , 122 , 105 , 121 , - , - , - , - , 22 , 4 , 66 , - , - , - , 6 , 32 , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.81 , 0.52 , NonCBD , - 
72100800,7,721, 78 , 77 , 1 , - , 77 , 214 , 189 , 13 , 12 , 189 , - , - , 14 , 77 , - , - , - , - , - , - , 8 , 9 , 3 , 8 , 3 , 3 , 11 , 2 , 2 , 1 , 2 , 4 , 4 , 4 , 4 , 3 , 3 , 3 , - , - , - , - , 1 , - , 189 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.71 , 0.48 , NonCBD , - 
72100900,7,721, 70 , 69 , 1 , - , 69 , 457 , 420 , - , 37 , 420 , - , - , 31 , 69 , - , - , - , - , - , - , 7 , 8 , 3 , 7 , 3 , 3 , 10 , 1 , 2 , 1 , 2 , 3 , 3 , 3 , 4 , 3 , 3 , 3 , - , - , - , - , 1 , - , 420 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.72 , 0.48 , NonCBD , - 
72101000,7,721, 178 , 177 , 1 , - , 177 , 104 , 99 , - , 5 , 99 , - , - , 5 , 177 , - , - , - , - , - , - , 19 , 21 , 6 , 18 , 7 , 8 , 25 , 4 , 5 , 2 , 5 , 8 , 8 , 9 , 9 , 8 , 7 , 8 , - , - , - , - , 1 , - , 99 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.64 , 0.45 , NonCBD , - 
72101100,7,721, 243 , 241 , 2 , - , 241 , 474 , 374 , 42 , 58 , 374 , - , 12 , 33 , 241 , 15 , - , - , - , - , - , 26 , 29 , 9 , 24 , 10 , 11 , 34 , 5 , 7 , 2 , 7 , 11 , 11 , 12 , 12 , 11 , 9 , 11 , - , - , - , - , 2 , - , 374 , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.67 , 0.43 , NonCBD , - 
72101200,7,721, - , - , - , - , - , 110 , 100 , - , 10 , 100 , - , - , 9 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 100 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.79 , 0.51 , NonCBD , - 
72400100,7,724, - , - , - , - , - , 4 , 4 , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.45 , 0.36 , NonCBD , - 
72400200,7,724, - , - , - , - , - , 45 , 40 , - , 5 , 40 , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 40 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , 0.81 , 0.52 , NonCBD , - 
72400300,7,724, - , - , - , - , - , 5 , 5 , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , - , 0.45 , 0.36 , NonCBD , - 
72400400,7,724, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , - , - , - , NonCBD , - 
73100100,7,731, 608 , 602 , 6 , - , 602 , 143 , 138 , - , 5 , 138 , - , - , 11 , 602 , - , - , - , - , - , - , 32 , 35 , 35 , 98 , 40 , 43 , 135 , 8 , 12 , 4 , 11 , 18 , 14 , 34 , 15 , 32 , 16 , 20 , - , - , - , - , 5 , 1 , 138 , - , - , - , 1 , 7 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 0.25 , - , 0.59 , 0.43 , NonCBD , - 
73100200,7,731," 1,512 "," 1,498 ", 14 , - ," 1,498 ", 187 , 183 , - , 4 , 183 , - , - , 15 ," 1,498 ", - , - , - , - , - , - , 79 , 87 , 88 , 243 , 99 , 107 , 336 , 21 , 29 , 9 , 28 , 45 , 34 , 85 , 38 , 80 , 40 , 50 , - , - , - , - , 12 , 2 , 183 , - , - , - , 3 , 17 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 0.25 , - , 0.51 , 0.39 , NonCBD , - 
73100300,7,731, 787 , 780 , 7 , - , 780 , 304 , 262 , - , 42 , 262 , 559 , 38 , 22 , 780 , 42 , - , - , - , - , - , 41 , 45 , 46 , 126 , 52 , 55 , 175 , 11 , 15 , 5 , 15 , 24 , 18 , 44 , 20 , 41 , 21 , 26 , - , - , - , - , 6 , 1 , 262 , - , - , - , 2 , 9 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 0.25 , - , 0.61 , 0.43 , NonCBD , - 
73100400,7,731, - , - , - , - , - , 147 , 141 , - , 6 , 141 , - , - , 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 141 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , - , 0.46 , 0.38 , NonCBD , - 
73500100,7,735, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , - , - , - , NonCBD , - 
73500200,7,735, - , - , - , - , - ," 1,199 ", 242 , 957 , - , 242 , - , - , 19 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 242 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , - , 0.45 , 0.36 , NonCBD , - 
73600100,7,736, 487 , 482 , 5 , - , 482 , 117 , 107 , - , 10 , 107 , - , - , 9 , 482 , - , - , - , - , - , - , 57 , 64 , 17 , 46 , 19 , 20 , 64 , 9 , 13 , 4 , 12 , 20 , 25 , 23 , 27 , 20 , 20 , 22 , - , - , - , - , 4 , 1 , 107 , - , - , - , 1 , 6 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , - , 0.75 , 0.50 , NonCBD , - 
81100100,8,811," 11,635 "," 11,583 ", 52 , - ," 5,506 "," 1,481 ", 632 , 557 , 292 , 632 , - , 2 , 63 ," 5,506 ", 5 , - , - , - , - , - , - , - , 480 ," 1,329 ", 544 , 583 ," 1,840 ", 1 , 2 , 0 , 2 , 3 , - , 327 , - , 226 , 77 , 92 ," 1,155 "," 3,464 ", 729 , 729 , 44 , 8 , 632 , - , - , - , 11 , 64 , 1 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.69 , 0.52 , NonCBD , - 
81100200,8,811," 1,707 "," 1,703 ", 4 , - , 422 ," 13,961 "," 2,121 "," 11,288 ", 552 ," 2,121 ", 99 , 541 , 191 , 422 , 553 , 289 , 130 , 159 , 39 , - , - , - , 37 , 102 , 42 , 45 , 141 , 0 , 0 , 0 , 0 , 0 , - , 25 , - , 17 , 6 , 7 , 243 , 730 , 154 , 154 , 3 , 1 ," 2,121 ", - , - , - , 1 , 5 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.65 , 0.46 , NonCBD , - 
81200100,8,812, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , - , - , NonCBD , - 
81200200,8,812," 2,222 "," 2,218 ", 4 , - , 416 ," 4,008 "," 3,038 ", 588 , 383 ," 3,038 ", - , 30 , 307 , 416 , 42 , - , - , - ," 3,045 ", - , - , - , 30 , 84 , 35 , 37 , 117 , 8 , 11 , 3 , 11 , 17 , - , 27 , - , 20 , 8 , 8 , - , - , 98 ," 1,704 ", 3 , 1 ," 3,038 ", - , - , - , 1 , 5 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.72 , 0.48 , NonCBD , - 
81200300,8,812, - , - , - , - , - ," 2,704 ", 542 ," 2,162 ", - , 542 , - , - , 51 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 542 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.45 , 0.36 , NonCBD , - 
81200400,8,812, 677 , 677 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 37 , 640 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , - , - , NonCBD , - 
81200500,8,812, - , - , - , - , - ," 1,171 "," 1,036 ", - , 135 ," 1,036 ", - , 13 , 103 , - , 41 , - , - , - ," 2,956 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 1,036 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.59 , 0.45 , NonCBD , - 
81300100,8,813, - , - , - , - , - , 40 , 38 , - , 2 , 38 , - , - , 4 , - , - , 792 , 356 , 436 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 38 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.45 , 0.36 , NonCBD , - 
81300200,8,813, - , - , - , - , - ," 2,624 "," 2,439 ", - , 184 ," 2,439 ", - , - , 245 , - , 67 ," 2,878 "," 1,295 "," 1,583 "," 11,926 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 2,439 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.48 , 0.39 , NonCBD , - 
81300300,8,813, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , NonCBD , - 
81400100,8,814," 3,767 "," 3,732 ", 35 , - ," 3,732 "," 2,493 ", 253 ," 2,208 ", 32 , 253 , - , 7 , 109 ," 3,732 ", 13 , - , - , - , - , - , - , - , 205 , 568 , 233 , 249 , 786 , 161 , 229 , 68 , 218 , 354 , - , 260 , - , 219 , 103 , 79 , - , - , - , - , 30 , 5 , 253 , - , - , - , 8 , 43 , 1 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.79 , 0.51 , NonCBD , - 
81400200,8,814, - , - , - , - , - , 118 , 118 , - , - , 118 , - , - , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 118 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.45 , 0.36 , NonCBD , - 
81400300,8,814, 39 , 39 , - , - , 39 ," 1,088 ", 428 , 447 , 213 , 428 , - , 100 , 43 , 39 , 100 , - , - , - , - , - , - , - , 2 , 6 , 2 , 3 , 8 , 2 , 2 , 1 , 2 , 4 , - , 3 , - , 2 , 1 , 1 , - , - , - , - , - , - , 428 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.62 , 0.40 , NonCBD , - 
82100100,8,821, - , - , - , - , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.81 , 0.52 , NonCBD , - 
82100200,8,821, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , - , - , NonCBD , - 
82100300,8,821, - , - , - , - , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.45 , 0.36 , NonCBD , - 
82400100,8,824, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , NonCBD , - 
82400200,8,824, 246 , 244 , 2 , - , 244 , 249 , 207 , 30 , 12 , 207 , - , - , 12 , 244 , - , - , - , - , - , - , 18 , 20 , 11 , 31 , 13 , 14 , 43 , 6 , 8 , 2 , 8 , 12 , 8 , 12 , 9 , 10 , 11 , 8 , - , - , - , - , 2 , - , 207 , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.63 , 0.44 , NonCBD , - 
82400300,8,824, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , - , - , NonCBD , - 
82600100,8,826, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , - , - , NonCBD , - 
82600200,8,826, - , - , - , - , - , 7 , 6 , - , 1 , 6 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.81 , 0.52 , NonCBD , - 
83100100,8,831, 694 , 687 , 7 , - , 687 , 31 , 31 , - , - , 31 , - , - , 2 , 687 , - , - , - , - , - , - , 16 , 20 , 47 , 130 , 53 , 57 , 180 , 10 , 14 , 4 , 14 , 22 , 8 , 39 , 9 , 30 , 18 , 16 , - , - , - , - , 6 , 1 , 31 , - , - , - , 1 , 8 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 0.25 , 0.54 , 0.45 , 0.36 , NonCBD , - 
83100200,8,831, 464 , 459 , 5 , - , 459 , 172 , 160 , - , 12 , 160 , - , - , 16 , 459 , - , - , - , - , - , - , 10 , 14 , 31 , 87 , 35 , 38 , 120 , 7 , 10 , 3 , 9 , 15 , 5 , 26 , 6 , 20 , 12 , 11 , - , - , - , - , 4 , 1 , 160 , - , - , - , 1 , 5 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 0.25 , 0.54 , 0.67 , 0.46 , NonCBD , - 
83100300,8,831, 203 , 201 , 2 , - , 201 , 237 , 215 , - , 22 , 215 , - , 1 , 13 , 201 , 8 , - , - , - , - , - , 5 , 6 , 14 , 38 , 16 , 17 , 52 , 3 , 4 , 1 , 4 , 6 , 2 , 11 , 3 , 9 , 5 , 5 , - , - , - , - , 2 , - , 215 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.25 , 0.54 , 0.65 , 0.48 , NonCBD , - 
83100400,8,831, - , - , - , - , - , 12 , 11 , - , 1 , 11 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.77 , 0.51 , NonCBD , - 
83100500,8,831, - , - , - , - , - , 69 , 60 , - , 8 , 60 , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 60 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.81 , 0.52 , NonCBD , - 
83100600,8,831, - , - , - , - , - , 111 , 111 , - , - , 111 , - , - , 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 111 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.45 , 0.36 , NonCBD , - 
83500100,8,835, - , - , - , - , - , 4 , 4 , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.81 , 0.52 , NonCBD , - 
84100100,8,841, - , - , - , - , - , 51 , 42 , - , 8 , 42 , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 42 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.77 , 0.54 , NonCBD , - 
84100200,8,841, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , - , - , NonCBD , - 
84100300,8,841, 31 , 31 , - , - , 31 , 301 , 187 , 57 , 58 , 187 , - , 23 , 17 , 31 , 23 , - , - , - , 11 , - , 3 , 3 , 2 , 4 , 2 , 2 , 6 , 0 , 1 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , - , - , - , - , - , - , 187 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.70 , 0.46 , NonCBD , - 
84100400,8,841, 747 , 740 , 7 , - , 740 , 94 , 90 , - , 4 , 90 , - , - , 4 , 740 , - , - , - , - , - , - , 62 , 73 , 36 , 100 , 41 , 44 , 139 , 10 , 14 , 4 , 13 , 22 , 31 , 32 , 34 , 25 , 34 , 26 , - , - , - , - , 6 , 1 , 90 , - , - , - , 2 , 9 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 0.25 , 0.54 , 0.63 , 0.44 , NonCBD , - 
84100500,8,841, 121 , 120 , 1 , - , 120 , 316 , 267 , 18 , 31 , 267 , - , - , 23 , 120 , 17 , - , - , - , - , - , 10 , 12 , 6 , 16 , 7 , 7 , 23 , 2 , 2 , 1 , 2 , 4 , 5 , 5 , 5 , 4 , 5 , 4 , - , - , - , - , 1 , - , 267 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.72 , 0.50 , NonCBD , - 
84500100,8,845, 178 , 177 , 1 , - , 177 , 78 , 71 , - , 7 , 71 , - , - , 5 , 177 , - , - , - , - , - , - , 13 , 14 , 8 , 23 , 9 , 10 , 31 , 4 , 6 , 2 , 5 , 9 , 6 , 9 , 7 , 7 , 8 , 6 , - , - , - , - , 1 , - , 71 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.81 , 0.52 , NonCBD , - 
85100100,8,851, 65 , - , 65 , - , - , 336 , 291 , - , 45 , 291 , - , - , 62 , - , 16 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 54 , 11 , 291 , - , - , - , - , - , 3 , 18 , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.67 , 0.52 , NonCBD , - 
85100200,8,851, 229 , 227 , 2 , - , 227 , 145 , 94 , 44 , 7 , 94 , - , - , 8 , 227 , 1 , - , - , - , - , - , 16 , 19 , 11 , 29 , 12 , 13 , 40 , 5 , 7 , 2 , 7 , 11 , 8 , 11 , 9 , 9 , 10 , 8 , - , - , - , - , 2 , - , 94 , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 0.50 , 0.54 , 0.67 , 0.48 , NonCBD , - 
85700100,8,857, 569 , 563 , 6 , - , 563 , 362 , 354 , - , 8 , 354 , - , - , 28 , 563 , - , - , - , - , - , - , - , - , 41 , 113 , 46 , 50 , 156 , 11 , 16 , 5 , 15 , 24 , - , 36 , - , 28 , 11 , 11 , - , - , - , - , 5 , 1 , 354 , - , - , - , 1 , 7 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 0.25 , 0.54 , 0.53 , 0.40 , NonCBD , - 
89100000,8,891," 12,454 "," 12,201 ", 253 , - ," 12,201 "," 5,892 "," 2,376 "," 3,214 ", 302 ," 2,376 ", - , 62 , 339 ," 12,201 ", 173 ," 2,049 ", 923 ," 1,126 ", - , - ," 1,616 "," 1,819 ", 312 , 868 , 355 , 381 ," 1,200 ", 296 , 421 , 125 , 402 , 651 , 776 , 435 , 852 , 372 , 776 , 544 , - , - , - , - , 213 , 40 ," 2,376 ", - , - , - , 25 , 142 , 10 , 55 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.54 , 0.64 , 0.44 , NonCBD , - 
91100100,9,911, - , - , - , - , - , 833 , 686 , 146 , 1 , 686 , - , - , 67 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 686 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.12 , 0.46 , 0.37 , NonCBD , - 
